Tajwanská ekonomika vzrostla o 2.27% během druhého čtvrtletí.	Růst Čínské ekonomiky se zastavil na 7.8% za poslední čtvrtletí.
Střelec zabil osm lidí při druhém útoku v Keni.	Střelec 'zabil 15 lidí' při druhém útoku v Keni.
Spojené státy obnovily, po zveřejnění, hledání ztracených Britských námořníků.	Pobřežní hlídka spojených států zastavila hledání Britských námořníků.
Záchranáři odklízejí trosky po pádu budov v Indii.	Vybrané obrázky zřícených budov v Bangladéši.
Irácký bombový útok zabil minimálně 13 lidí.	Irácká bomba v autě zabila minimálně 14 lidí.
Tamerlan Tsarnaev byl pohřben ve Virginii.	Muž podezřelý z bombového útoku byl pohřben na hřbitově ve Virginii.
Egyptské ozbrojené síly vyrazily uzavřít přístup do tábořišť Morsi protestantů.	Egyptské ozbrojené síly vyrazily vyčistit tábořiště po Morsi protestantech.
Autorka Doris Lessing oceněná Nobelovou cenou zemřela ve věku 94 let.	Držitelka Nobelovi ceny Doris Lessing zemřela ve věku 94 let.
Předseda Japonské opoziční strany kritizuje Abeho politiku v oblasti ekonomie.	Zimbabwská opoziční strana MDC napadá vítezství Roberta Mugabeho ve volbách.
3 podezřelí vzati do vazby kvůli bombovému útoku v Bostonu.	Bostonská policie říká, že vzala do vazby 3 podezřelé spojené s bombovým útokem v Marathonu.
Vůdce Ukrajinské opozice chce více protestů.	Protestanti na Ukrajině svrhli Leninovu sochu.
Královna vzdala hold Nelsonovi Mandelovi.	Jihoafrické bratrstvo ragby oplakává Mandelu.
Pokles zboží na trhu spojených států se zklidňuje.	Výprodej technologií snižuje obsah Asijského trhu.
Poslední vlna proti muslimského násilí v Burmě zapříčinila 1 úmrtí a 10 zraněných.	Světová tisková konference: Smrtící proti muslimská vlna násilí je na vzestupu.
Očekávaný útok dronu zabil 5 lidí v Pákistánu.	Dron Spojených států zabil 5 lidí v Pákistánu.
Ehud Olmert, bývalý premiér odsouzen na 6 let vězení za korupci.	Ehud Olmert odsouzen na šest let v Izraeli.
Brahimi se omlouvá Sýrii nad nedostatkem progresu ohledně míru.	Prostředník se omlouvá Sýrii za nedostatek progresu ohledně míru.
Egyptští protestanti dali Morsimu odvolací ultimátum.	Ukrajinští protestanti bojují s policií v nových střetech.
5 faktů o olympiádě v Soči.	7 faktů o etanolu.
Akcie Číny otevírají nízko ve středu.	Akcie Číny zavírají nízko v pondělí.
Zpoždění raketového testu zvedlo v USA napětí.	William Hague: rozhodnutí zastavit raketový test v USA 'citlivé'.
Požár v Pekingu zabil 10 lidí.	Požár v Pekingu zabil deset lidí.
Nejstarší muž na světě umřel ve 116.	Japonsko: nejstarší muž na světě umřel ve věku 116 let.
Indie, Čína inkoustový hraniční pakt; 8 nových ujednání.	Indie, Čína inkoustové ujednání na hraničních řekách.
3 mrtvý, 4 pohřešovaní ve střední Číně po konstrukční nehodě.	Jeden mrtvý, 8 pohřešovaných ve Vietnamu po lodní nehodě.
Pákistánci hlasují v mezních volbách.	Pákistán drží mezník voleb, jako 29 zabitých v útocích.
Venezuela vyloučí tři americké diplomaty.	Venezuela vyloučí 3 americké diplomaty.
Těžký smog zasáhl severní Čínské město, lety jsou zrušeny.	Těžký smog zasáhl severní Čínské město, lety jsou zrušeny.
Rusko tvrdí, že zmařilo možný teroristický čin.	Rusko tvrdí, balistické objekty vystřeleny v Meditarenu.
3 Čínští turisti zabiti v Pákistánu.	Sedm únosců zabito v jižní Nigerii.
Sedmý světový pohár v Keni na dosah.	Střet stylů u soudu otevře soud ve věci smrti mladého muže.
USA, Čína selhaly v nápravě vazeb.	Čína: pokles v nasazení, jak se víra k nalezení po pohřešovaných se rozplývá.
Ozbrojenec zabil 10 cizinců v severním Pákistánu.	Islámští militanti zabili 9 zahraničních turistů a 1 Pákistánce.
Rakušani našli nahromaděných 56 ukradených lebek v domácím muzeu.	Ukradené lebky nalezeny v domácím muzeu.
Egypt zahájil ofenzivu proti sinajským militantům.	Egypt zahájil ofenzivu proti sinajským povstalcům.
Nahrávací nastavení jihozápadně po tepelné vně se ukázalo fatální.	Minimálně jeden mrtvý, 40 hospitalizovaných na jihozápadě po tepelné vlně.
Detroit je zodpovědný za ochranu proti bankrotu: soudce USA.	Detroit je zodpovědný za ochranu proti bankrotu.
Alžírský prezident je na terapii po infarktu: státní media.	Bulharský prezident zkouší zlomit pat ve volbách.
Britský výherce Nobelovi ceny, autor Doris Lessing umřel.	Výherce Nobelovi ceny, autor Doris Lessing umřel.
Úřady izraelské vlády, nové vyrovnání před projednáním.	Izrael vylepšuje nová vyrovnání, doma před mírovým projednáním.
Světový pohár živě: Francie Německo 0-0. 	Světový pohár živě: Německo Ghana 0-0.
Tokio bude hostit hry v roce 2020.	Tokio vyhrálo závody o hostování olympijských her v roce 2020.
Pákistánský Talibanský velitel zabit při útoku amerického dronu.	Pohřeb pro Pákistánského Talibanského vůdce‚ který se uskuteční.
Putin podepisuje krymský dodatek úmluvy.	09:32 Putin ukončuje anexi Krymu.
FAA pokračuje v zákazu US letů do Tel Avivu.	FAA ruší zákaz U.S. letů do Tel Avivu.
Francie varuje před radikály (extremisty) těžícími z egyptských násilností.	Francie se obává, že extrémisté budou těžit z egyptských násilností.
Čínští vyslanci vyvracejí vietnamské, filipínské obvinění kvůli Severočínskému moři.	Čínský Xi říká Vietnamu, že chce mír v Jihočínském moři.
Čtyři lidé zatčeni při největším australském ilegálním dovozu tabáku syndicate.	Policie se zaměřuje na ilegální tabákový syndikát.
Jemen: bitva na severu zabito přes 120 lidí. 	Janet Yellen: pět věcí, které byste nemuseli vědět.
Obama se přesune k naplnění federálního úřadu, Fischer bude číslo 2.	Obama je ochotný mluvit s GOP o rozpočtu.
Pákistánský Musharraf obviněn z Bhuttovo vraždy.	Pákistánský Musharraf obviněn z Bhuttovo smrti.
Íránský prezident odsuzuje použití chemických zbraní v Sýrii.	Vyšetřování údajného použití chemických zbraní v Sýrii.
Třepení společnosti na okrajích.	Zarovnání starých TV způsobuje trhliny na okrajích.
UN zve Írán na syrskou mírovou konferenci.	UN: Írán pozván zúčastnit se syrské mírové konference.
Počet obětí havárie italského autobusu stoupá.	Starbucks uvolňuje cestu k vysokoškolskému titulu pro zaměstnance.
Fotbalový rozhodčí napadený hráčem umírá.	Policie: Utažský fotbalový rozhodčí napadený hráčem umírá.
Angela Merkelová směřuje k těsnému vítězství v německých volbách.	Nový prezident Malawi byl uveden do úřadu po zpochybněných volbách.
Britský teenager zabit pádem z hotelu v Magaluf.	Britský teenager zabit pádem v magalufském hotelu.
Izrael zadržuje 37 Palestinců zatímco zatýkací operace pokračuje.	Izrael kritizuje palestinský postoj k imigrantům.
Rebelové zabíjejí 21 civilistů v syrské obci Alawite.	Bomba zabíjí 18 civilistů v Afghánistánu.
Svět posílá krizovou pomoc pošramoceným Filipínám.	Tajfun Haiyan: svět zasílá pomoc pošramoceným Filipínám.
Palestinský protestní hladovkář, Izrael dosahuje dohodu.	Palestinský aktivista zadržen při razii v Izraeli.
Assad říká, že Sýrie bude plnit rezoluci UN o zbraních.	Sýriský Assad slibuje plnění U.N. rezoluce.
Jihokorejský prezident lituje reakce trajektu.	Severokorejský prezident lituje katastrofy trajektu.
Prudký růst cen jídla v Íránu je znepokojující.	Američan Chris Horner vyhrává Tour of Spain.
Obama udělal rozhodnutí na poslední chvíli v syrském schválení.	Obama zvažuje limitovanou vojenskou akci v Sýrii.
